2 ﻿Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
109 Aurora's poster,1000,250,Black,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPgn00,10563,iPnQ3k2KAts6ZohZu
98 colorful shovel,Purple,Color,No,Yes,1,100,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopColorful_Remake_5_0,5_0,8577,MiJwRTGjbkK5Jx3Zw
113 Ava's poster,1000,250,Beige,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlChn05,10467,XuCCq3DgwaAREjgnY
111 cyber shades,Yellow,No,1300,325,Yellow,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,AccessoryEye,Yes,For sale,AccessoryGlassCyber5,11502,5pk9ZMDGsEzLqp24L
115 Avery's poster,1000,250,Gray,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPbr05,10370,5aP6GoQ2YiTHaN523
114 colorful shovel,White,Color,No,Yes,1,100,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopColorful_Remake_6_0,6_0,8577,XCrHq3vFnD83kY2Sg
117 Axel's poster,1000,250,Blue,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlElp06,10319,5BGYmdDam5ddHkktX
118 colorful shovel,Black,Color,No,Yes,1,100,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopColorful_Remake_7_0,7_0,8577,zo7TsB8NzfnFDA7yS
119 Baabara's poster,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlShp01,10508,hmmcqfFiWWoWNQfre
120 colorful slingshot,Yellow,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotColorful_Remake_0_0,0_0,8580,dSvd9K7sRTbx6k5cd
121 Bam's poster,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDer01,10456,N5FWLxwNYM2Qb4CsD
122 colorful slingshot,Red,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotColorful_Remake_1_0,1_0,8580,WAcZwYerSQtwujaPZ
112 ancient sashed robe,Green,No,2520,630,Green,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLKanpukuwomen0,5519,9ia2ueaAKgT25KpLq
124 colorful slingshot,Blue,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotColorful_Remake_2_0,2_0,8580,k7afhFcA5Pqd8qu5F
123 Bangle's poster,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlTig03,10672,waGuCcp47Jd8riQgL
126 colorful slingshot,Pink,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotColorful_Remake_3_0,3_0,8580,GBqsH5XYgDHk8wGAz
127 Barold's poster,1000,250,Gray,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCbr16,10583,F9dscB8bM2NRt4DHz
116 DAL eye mask,Blue,No,NFS,1010,Blue,Blue,1x1,NA,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,No,1.0.0,Simple,comfy; vacation,AccessoryEye,Yes,Not for sale,AccessoryGlassDalmask0,12128,sbkqQrHpJWMEEZLSR
129 Bea's poster,1000,250,Light blue,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDog10,10632,QANup429jzLZ9RtGw
128 colorful slingshot,Green,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotColorful_Remake_4_0,4_0,8580,qq67sn4aq9w7w9Ga2
131 Beardo's poster,1000,250,Light blue,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBea13,10788,oDTLWzHGazre6rf2d
132 colorful slingshot,Purple,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotColorful_Remake_5_0,5_0,8580,2JHaGhkbpoa4qbhge
133 Beau's poster,1000,250,Light blue,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDer07,10396,akpHWn6ftgCh2DkQn
134 colorful slingshot,White,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotColorful_Remake_6_0,6_0,8580,cQYdSQ4MzKcnYAyc8
135 Becky's poster,1000,250,Purple,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlChn09,10580,FKSnKjqAcon3Xnsbh
136 colorful slingshot,Black,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotColorful_Remake_7_0,7_0,8580,KiTQgsCkJSTq6ssm6
137 Bella's poster,1000,250,Purple,White,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlMus02,10681,2ZzkQFMSyPpDWBFwN
138 colorful watering can,Yellow,Color,No,Yes,1,60,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolWateringColorful_Remake_0_0,0_0,8534,35yzBzko3wrMwHjST
130 DAL sunglasses,Yellow,No,NFS,1010,Yellow,Blue,1x1,NA,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,No,1.0.0,Gorgeous,comfy; vacation,AccessoryEye,Yes,Not for sale,AccessoryGlassDalglass0,12129,zRnkH9B3rYNMLpiTP
140 colorful watering can,Red,Color,No,Yes,1,60,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolWateringColorful_Remake_1_0,1_0,8534,ngYPKLyn5xXawzas3
139 Benedict's poster,1000,250,Red,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlChn01,10400,LW8FbZ42R53sf8Gmr
142 colorful watering can,Blue,Color,No,Yes,1,60,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolWateringColorful_Remake_2_0,2_0,8534,QxhyiwvJWyAShwyhJ
141 doctor's mask,White,No,140,35,White,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; goth; comfy,AccessoryMouthEarJaw,No,For sale,AccessoryMouthMaskWhite,4451,vZDsrDRdgrbbiwi8N
143 Benjamin's poster,1000,250,Yellow,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDog16,10695,4gXWSoNbnL5ejGPbe
125 ancient sashed robe,Pink,No,2520,630,Pink,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLKanpukuwomen1,9162,vRcHxEwpupmHocSZi
146 Bertha's poster,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHip03,10322,NLbdnzL9z9rAsyDLi
145 dog nose,White,No,560,140,White,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,AccessoryMouthDog0,5244,moGRcnkQihHbN89Kc
148 Bettina's poster,1000,250,Orange,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlMus15,10403,SCYyGPKpf7aK3PXD7
147 ancient sashed robe,Red,No,2520,630,Pink,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLKanpukuwomen2,9163,fkKFHi8LSBqQnF5fP
150 Bianca's poster,1000,250,Light blue,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlTig06,10393,odXRHQpFx3rB3QGTQ
149 dog nose,Beige,No,560,140,Orange,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,AccessoryMouthDog1,11025,zCQqXy8HLE7rDfrQf
152 Biff's poster,1000,250,Red,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHip04,10682,qhFwx4ArLikXPrHa8
151 ancient sashed robe,Blue,No,2520,630,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLKanpukuwomen3,9164,eZq27jsCvY5jxiyJX
153 dog nose,Black,No,560,140,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,AccessoryMouthDog2,11026,9JGbmWtDA3rmjf8Kc
154 Big Top's poster,1000,250,Green,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlElp02,10426,mkPhKXgL5CiHPjWRt
156 double-bridge glasses,Gold,No,1100,275,Yellow,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,comfy; vacation; work,AccessoryEye,Yes,For sale,AccessoryGlassDoublebridge0,4263,8QCnzjXY8KEyqf7Wa
155 ancient sashed robe,Purple,No,2520,630,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLKanpukuwomen4,9165,jr6P62azs7uQ2gzjL
157 Bill's poster,1000,250,Brown,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDuk00,10653,sYPGCn8NjP6R9byDv
158 double-bridge glasses,Purple,No,1100,275,Purple,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,comfy; vacation; work,AccessoryEye,Yes,For sale,AccessoryGlassDoublebridge1,11076,guPGRuhMyqdWYKh8d
159 áo dài,White,No,2520,630,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,For sale,B-long,L,TopsTexOnepieceBlongLAodai0,3493,KPYgXwbrnLgBT7aaS
161 double-bridge glasses,Silver,No,1100,275,Gray,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,comfy; vacation; work,AccessoryEye,Yes,For sale,AccessoryGlassDoublebridge2,11077,CLPEzZqr3vut85Ja4
160 Billy's poster,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlGoa02,10620,NGA6CZqcPu5H3NXbn
162 áo dài,Navy blue,No,2520,630,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,For sale,B-long,L,TopsTexOnepieceBlongLAodai1,9141,qJ6wpwNd8tRK4mJqt
163 double-bridge glasses,Blue,No,1100,275,Blue,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,comfy; vacation; work,AccessoryEye,Yes,For sale,AccessoryGlassDoublebridge3,11078,fD5pteAQtC8CMhq2v
164 Biskit's poster,1000,250,Orange,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDog03,10496,RsGh3NwxT4szECdgL
166 drinking-straw glasses,Green,No,560,140,Green,Green,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,comfy; vacation; work,AcceEyeMouth,No,For sale,AccessoryGlassmouthStraw0,5773,hMiEGoaE2jYb6kY4e
165 áo dài,Yellow,No,2520,630,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,For sale,B-long,L,TopsTexOnepieceBlongLAodai2,9142,iCHJh668S3FYby4iz
167 Bitty's poster,1000,250,Pink,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHip05,10622,cAuB9k5uSv46zLv9t
168 drinking-straw glasses,Blue,No,560,140,Light blue,Light blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,comfy; vacation; work,AcceEyeMouth,No,For sale,AccessoryGlassmouthStraw1,11010,DNij9RhiMW39MtKWF
170 Blaire's poster,1000,250,Black,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlSqu01,10369,dZZxMyzvStPjj2snD
169 áo dài,Green,No,2520,630,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,For sale,B-long,L,TopsTexOnepieceBlongLAodai3,9143,bkv3c36HA4856YrPL
171 drinking-straw glasses,Pink,No,560,140,Pink,Pink,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,comfy; vacation; work,AcceEyeMouth,No,For sale,AccessoryGlassmouthStraw2,11011,b4G7SFYMTs5YWJ4i5
172 Blanca's poster,1000,250,White,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpMka,10343,HGSmXooFFtwAMcxHX
174 drinking-straw glasses,White,No,560,140,White,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,comfy; vacation; work,AcceEyeMouth,No,For sale,AccessoryGlassmouthStraw3,11012,bQ67Xe7cQZ4PcXnNe
175 Blanche's poster,1000,250,White,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlOst08,10478,R6Rw4ctwjDY9e28et
176 eye mask,Blue,No,560,140,Blue,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryEye,Yes,For sale,AccessoryGlassMask0,4425,68oXMszxbRtGoe9tH
177 Blathers's poster,1000,250,Brown,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcSpOwl,10324,gaPCze5wML6Qug2jZ
179 Bluebear's poster,1000,250,Light blue,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCbr00,10652,3xyh2F9XMHniXeMPj
144 colorful watering can,Pink,Color,No,Yes,1,60,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolWateringColorful_Remake_3_0,3_0,8534,yuB5QpzCg94HN6u4g
180 Bob's poster,1000,250,Purple,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCat00,10797,z2W6hsJ38PNXr5JBS
182 Bonbon's poster,1000,250,Brown,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlRbt17,10666,9bjNfEmfXHogQLLy9
181 colorful watering can,Green,Color,No,Yes,1,60,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolWateringColorful_Remake_4_0,4_0,8534,q3p2jaJBt5gD2HRkZ
183 Bones's poster,1000,250,Beige,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDog04,10548,gCMMRqr89tRzSDsfi
185 Booker's poster,1000,250,Orange,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpDgb,10336,iLRZ2sLsR5JpnstFW
186 Boomer's poster,1000,250,Black,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPgn10,10506,AaTWfB3HwMLdb66oj
187 Boone's poster,1000,250,Brown,White,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlGor02,10534,x73G2vr9yLgmGFkAz
178 eye mask,Pink,No,560,140,Pink,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryEye,Yes,For sale,AccessoryGlassMask1,11154,Ck7jeovxpJEQa9BXB
188 Boots's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCrd02,10634,sx9Msn3pFgbL797cq
190 Boris's poster,1000,250,Blue,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPig09,10613,jWhj4NpRxCTr6448J
189 eye mask,Gray,No,560,140,Gray,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryEye,Yes,For sale,AccessoryGlassMask2,11155,FFAmL82w7xmtQyj49
184 colorful watering can,Purple,Color,No,Yes,1,60,1,2500,625,None,None,1x1,Colorful Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolWateringColorful_Remake_5_0,5_0,8534,fAm9eEkidwn5LSjSd
191 Boyd's poster,1000,250,Red,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlGor05,10621,ZLgQCoaTBm2ampuyF
192 eye mask,Green,No,560,140,Green,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryEye,Yes,For sale,AccessoryGlassMask3,11156,csWKsYtw2k9ADBQpT
